"URI","rdf-schema#label","director_label","director","imdbId","licensee","musicComposer_label","musicComposer","network_label","network","producer_label","producer","soundRecording_label","soundRecording","type_label","type","writer_label","writer","22-rdf-syntax-ns#type_label","22-rdf-syntax-ns#type","rdf-schema#seeAlso_label","rdf-schema#seeAlso","owl#differentFrom_label","owl#differentFrom"
"http://dbpedia.org/resource/Bonobono__tv_film__9","NULL","NULL","NULL","NULL","NULL","NULL","NULL","TV Tokyo","http://dbpedia.org/resource/TV_Tokyo","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Bonobono__tv_series__1","NULL","Tetsuo_Yasumi","http://dbpedia.org/resource/Tetsuo_Yasumi","NULL","NULL","NULL","NULL","TV Tokyo","http://dbpedia.org/resource/TV_Tokyo","NULL","NULL","NULL","NULL","NULL","NULL","{Shōji Yonemura|Kazuhiko_Gōdo|Tetsuo_Yasumi|Satoru_Nishizono|Yasuhiro_Komatsuzaki|Chinatsu_Hōjō}","{http://dbpedia.org/resource/Shōji_Yonemura|http://dbpedia.org/resource/Kazuhiko_Gōdo|http://dbpedia.org/resource/Tetsuo_Yasumi|http://dbpedia.org/resource/Satoru_Nishizono|http://dbpedia.org/resource/Yasuhiro_Komatsuzaki|http://dbpedia.org/resource/Chinatsu_Hōjō}","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Bonobono__tv_series__2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Fuji Television","http://dbpedia.org/resource/Fuji_Television","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Boogiepop_Phantom","Boogiepop Phantom","Takashi Watanabe","http://dbpedia.org/resource/Takashi_Watanabe","NULL","NULL","NULL","NULL","TV Tokyo","http://dbpedia.org/resource/TV_Tokyo","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","{Boogiepop series|Others|List of Boogiepop characters}","{http://dbpedia.org/resource/Boogiepop_series|http://dbpedia.org/resource/Others|http://dbpedia.org/resource/List_of_Boogiepop_characters}","NULL","NULL"
"http://dbpedia.org/resource/Boogiepop_and_Others__live_film__1","NULL","Ryu_Kaneda","http://dbpedia.org/resource/Ryu_Kaneda","NULL","Right Stuf International","Yuki Kajiura","http://dbpedia.org/resource/Yuki_Kajiura","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Book_Girl__ova__1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Book_Girl__ova__2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Bosco_Adventure","Bosco Adventure","Taku_Sugiyama","http://dbpedia.org/resource/Taku_Sugiyama","NULL","NULL","Toshiyuki Watanabe","http://dbpedia.org/resource/Toshiyuki_Watanabe","Yomiuri Telecasting Corporation","http://dbpedia.org/resource/Yomiuri_Telecasting_Corporation","NULL","NULL","NULL","NULL","NULL","NULL","Sōji Yoshikawa","http://dbpedia.org/resource/Sōji_Yoshikawa","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Bottle_Fairy","Bottle Fairy","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Bow_Wow_(manga)__film__1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Bow_Wow_(manga)__tv_series__1","NULL","NULL","NULL","NULL","NULL","Toshiyuki Watanabe","http://dbpedia.org/resource/Toshiyuki_Watanabe","TV Asahi","http://dbpedia.org/resource/TV_Asahi","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Boyfriend_(manga)__tv_film__1","NULL","Satoshi Dezaki","http://dbpedia.org/resource/Satoshi_Dezaki","NULL","NULL","NULL","NULL","TV Tokyo","http://dbpedia.org/resource/TV_Tokyo","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Boys_Be...__tv_series__1","NULL","Masami_Shimoda","http://dbpedia.org/resource/Masami_Shimoda","NULL","NULL","NULL","NULL","WOWOW","http://dbpedia.org/resource/WOWOW","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Boys_Esté__drama__1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","TV Tokyo","http://dbpedia.org/resource/TV_Tokyo","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Boys_Over_Flowers__film__1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Boys_Over_Flowers__tv_series__1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Asahi Broadcasting Corporation","http://dbpedia.org/resource/Asahi_Broadcasting_Corporation","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Boys_on_the_Run__drama__1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Boys_on_the_Run__live_film__1","NULL","Daisuke_Miura_(film_director)","http://dbpedia.org/resource/Daisuke_Miura_(film_director)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Brain_Powerd","Brain Powerd","Yoshiyuki Tomino","http://dbpedia.org/resource/Yoshiyuki_Tomino","NULL","NULL","Yoko Kanno","http://dbpedia.org/resource/Yoko_Kanno","{Animax|Bandai Channel|WOWOW}","{http://dbpedia.org/resource/Animax|http://dbpedia.org/resource/Bandai_Channel|http://dbpedia.org/resource/WOWOW}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","List of Brain Powerd characters","http://dbpedia.org/resource/List_of_Brain_Powerd_characters","NULL","NULL"
"http://dbpedia.org/resource/Brave_10__tv_series__1","NULL","Kiyoko Sayama","http://dbpedia.org/resource/Kiyoko_Sayama","NULL","NULL","NULL","NULL","Tokyo Metropolitan Television","http://dbpedia.org/resource/Tokyo_Metropolitan_Television","NULL","NULL","NULL","NULL","NULL","NULL","Mamiko Ikeda","http://dbpedia.org/resource/Mamiko_Ikeda","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Brave_Beats","Brave Beats","NULL","NULL","NULL","NULL","NULL","NULL","{Nagoya Broadcasting Network|TV Asahi}","{http://dbpedia.org/resource/Nagoya_Broadcasting_Network|http://dbpedia.org/resource/TV_Asahi}","{Nagoya Broadcasting Network|Asatsu-DK|Bandai Namco Pictures}","{http://dbpedia.org/resource/Nagoya_Broadcasting_Network|http://dbpedia.org/resource/Asatsu-DK|http://dbpedia.org/resource/Bandai_Namco_Pictures}","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Brave_Command_Dagwon","Brave Command Dagwon","Tomomi Mochizuki","http://dbpedia.org/resource/Tomomi_Mochizuki","NULL","NULL","NULL","NULL","Nagoya Broadcasting Network","http://dbpedia.org/resource/Nagoya_Broadcasting_Network","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Brave_Exkaiser","Brave Exkaiser","Katsuyoshi Yatabe","http://dbpedia.org/resource/Katsuyoshi_Yatabe","NULL","NULL","Kohei Tanaka (composer)","http://dbpedia.org/resource/Kohei_Tanaka_(composer)","Nagoya Broadcasting Network","http://dbpedia.org/resource/Nagoya_Broadcasting_Network","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Brave_Police_J-Decker","Brave Police J-Decker","Shinji Takamatsu","http://dbpedia.org/resource/Shinji_Takamatsu","NULL","NULL","Yasunori_Iwasaki","http://dbpedia.org/resource/Yasunori_Iwasaki","Nagoya Broadcasting Network","http://dbpedia.org/resource/Nagoya_Broadcasting_Network","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Brave_Raideen","Brave Raideen","{Yoshiyuki Tomino|Tadao Nagahama|Mitsuru Hongo}","{http://dbpedia.org/resource/Yoshiyuki_Tomino|http://dbpedia.org/resource/Tadao_Nagahama|http://dbpedia.org/resource/Mitsuru_Hongo}","NULL","NULL","The Keane Brothers","http://dbpedia.org/resource/The_Keane_Brothers","{TV Tokyo|TV Asahi|WOWOW}","{http://dbpedia.org/resource/TV_Tokyo|http://dbpedia.org/resource/TV_Asahi|http://dbpedia.org/resource/WOWOW}","NULL","NULL","NULL","NULL","NULL","NULL","{Fumihiko Shimo|Masahiro Yokotani|Yoshitake_Suzuki}","{http://dbpedia.org/resource/Fumihiko_Shimo|http://dbpedia.org/resource/Masahiro_Yokotani|http://dbpedia.org/resource/Yoshitake_Suzuki}","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Brave_Story__film__1","NULL","Koichi Chigira","http://dbpedia.org/resource/Koichi_Chigira","NULL","NULL","Juno Reactor","http://dbpedia.org/resource/Juno_Reactor","NULL","NULL","{Daisuke_Sekiguchi|Hiroyoshi_Koiwai|Koji_Kajita}","{http://dbpedia.org/resource/Daisuke_Sekiguchi|http://dbpedia.org/resource/Hiroyoshi_Koiwai|http://dbpedia.org/resource/Koji_Kajita}","NULL","NULL","NULL","NULL","Ichirō Ōkouchi","http://dbpedia.org/resource/Ichirō_Ōkouchi","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Bride_of_Deimos__ova__1","NULL","Rintaro","http://dbpedia.org/resource/Rintaro","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Brigadoon:_Marin_&_Melan","Brigadoon: Marin & Melan","Yoshitomo Yonetani","http://dbpedia.org/resource/Yoshitomo_Yonetani","NULL","NULL","Yoko Ueno","http://dbpedia.org/resource/Yoko_Ueno","WOWOW","http://dbpedia.org/resource/WOWOW","Sunrise (company)","http://dbpedia.org/resource/Sunrise_(company)","NULL","NULL","NULL","NULL","Hideyuki Kurata","http://dbpedia.org/resource/Hideyuki_Kurata","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Broken_Blade__film_series__1","NULL","Tetsurō Amino","http://dbpedia.org/resource/Tetsurō_Amino","NULL","NULL","Yoshihisa Hirano","http://dbpedia.org/resource/Yoshihisa_Hirano","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Broken_Blade__tv_series__1","NULL","NULL","NULL","NULL","NULL","Yoshihisa Hirano","http://dbpedia.org/resource/Yoshihisa_Hirano","{Sun Television|Tokyo Metropolitan Television|Nippon BS Broadcasting}","{http://dbpedia.org/resource/Sun_Television|http://dbpedia.org/resource/Tokyo_Metropolitan_Television|http://dbpedia.org/resource/Nippon_BS_Broadcasting}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Brothers_Conflict__ova__1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Brothers_Conflict__tv_series__1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Brynhildr_in_the_Darkness__ova__1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Brynhildr_in_the_Darkness__tv_series__1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{Yomiuri Telecasting Corporation|Chūkyō Television Broadcasting|Tokyo Metropolitan Television|AT-X (company)|Nippon BS Broadcasting}","{http://dbpedia.org/resource/Yomiuri_Telecasting_Corporation|http://dbpedia.org/resource/Chūkyō_Television_Broadcasting|http://dbpedia.org/resource/Tokyo_Metropolitan_Television|http://dbpedia.org/resource/AT-X_(company)|http://dbpedia.org/resource/Nippon_BS_Broadcasting}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Btooom!__tv_series__1","NULL","NULL","NULL","NULL","NULL","Keiji Inai","http://dbpedia.org/resource/Keiji_Inai","{Television Aichi Broadcasting|Sun Television|Tokyo Metropolitan Television|AT-X (company)|Nippon BS Broadcasting|Kyoto Broadcasting System}","{http://dbpedia.org/resource/Television_Aichi_Broadcasting|http://dbpedia.org/resource/Sun_Television|http://dbpedia.org/resource/Tokyo_Metropolitan_Television|http://dbpedia.org/resource/AT-X_(company)|http://dbpedia.org/resource/Nippon_BS_Broadcasting|http://dbpedia.org/resource/Kyoto_Broadcasting_System}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{owl#Thing|Anime|work|CreativeWork|Q386724|Q1107|cartoon|Q627603}","{http://www.w3.org/2002/07/owl#Thing|http://dbpedia.org/ontology/Anime|http://dbpedia.org/ontology/Work|http://schema.org/CreativeWork|http://www.wikidata.org/entity/Q386724|http://www.wikidata.org/entity/Q1107|http://dbpedia.org/ontology/Cartoon|http://www.wikidata.org/entity/Q627603}","NULL","NULL","NULL","NULL"
